Contract_Title,Evaluation_Method,Architecture,Level,Clause_Type,TP,FP,FN,Precision,Recall,F1_Score
CytodynInc_20200109_10-Q_EX-10.5_11941634_EX-10.5_License Agreement,Count,Edge Only,Document-Level,ALL CLAUSES AGGREGATED,8,45,0,0.1509,1.0,0.2623
CytodynInc_20200109_10-Q_EX-10.5_11941634_EX-10.5_License Agreement,Count,Cloud Only,Document-Level,ALL CLAUSES AGGREGATED,8,2,0,0.8,1.0,0.8889
CytodynInc_20200109_10-Q_EX-10.5_11941634_EX-10.5_License Agreement,Count,Hybrid,Document-Level,ALL CLAUSES AGGREGATED,6,1,2,0.8571,0.75,0.8
AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_11967170_EX-10.3_Development Agreement,Binary,Edge Only,Clause-Level,Non Compete,1,0,0,1.0,1.0,1.0
AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_11967170_EX-10.3_Development Agreement,Binary,Cloud Only,Clause-Level,Non Compete,1,0,0,1.0,1.0,1.0
AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_11967170_EX-10.3_Development Agreement,Binary,Hybrid,Clause-Level,Non Compete,1,0,0,1.0,1.0,1.0
AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_11967170_EX-10.3_Development Agreement,Binary,Edge Only,Clause-Level,Termination For Convenience,1,0,0,1.0,1.0,1.0
AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_11967170_EX-10.3_Development Agreement,Binary,Cloud Only,Clause-Level,Termination For Convenience,1,0,0,1.0,1.0,1.0
AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_11967170_EX-10.3_Development Agreement,Binary,Hybrid,Clause-Level,Termination For Convenience,1,0,0,1.0,1.0,1.0
AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_11967170_EX-10.3_Development Agreement,Binary,Edge Only,Clause-Level,Uncapped Liability,1,0,0,1.0,1.0,1.0
AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_11967170_EX-10.3_Development Agreement,Binary,Cloud Only,Clause-Level,Uncapped Liability,1,0,0,1.0,1.0,1.0
AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_11967170_EX-10.3_Development Agreement,Binary,Hybrid,Clause-Level,Uncapped Liability,1,0,0,1.0,1.0,1.0
AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_11967170_EX-10.3_Development Agreement,Binary,Edge Only,Clause-Level,Cap On Liability,1,0,0,1.0,1.0,1.0
AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_11967170_EX-10.3_Development Agreement,Binary,Cloud Only,Clause-Level,Cap On Liability,1,0,0,1.0,1.0,1.0
AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_11967170_EX-10.3_Development Agreement,Binary,Hybrid,Clause-Level,Cap On Liability,1,0,0,1.0,1.0,1.0
AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_11967170_EX-10.3_Development Agreement,Binary,Edge Only,Document-Level,ALL CLAUSES AGGREGATED,4,0,0,1.0,1.0,1.0
AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_11967170_EX-10.3_Development Agreement,Binary,Cloud Only,Document-Level,ALL CLAUSES AGGREGATED,4,0,0,1.0,1.0,1.0
AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_11967170_EX-10.3_Development Agreement,Binary,Hybrid,Document-Level,ALL CLAUSES AGGREGATED,4,0,0,1.0,1.0,1.0
AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_11967170_EX-10.3_Development Agreement,Count,Edge Only,Clause-Level,Non Compete,3,1,0,0.75,1.0,0.8571
AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_11967170_EX-10.3_Development Agreement,Count,Cloud Only,Clause-Level,Non Compete,3,0,0,1.0,1.0,1.0
AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_11967170_EX-10.3_Development Agreement,Count,Hybrid,Clause-Level,Non Compete,2,0,1,1.0,0.6667,0.8
AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_11967170_EX-10.3_Development Agreement,Count,Edge Only,Clause-Level,Termination For Convenience,2,33,0,0.0571,1.0,0.1081
AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_11967170_EX-10.3_Development Agreement,Count,Cloud Only,Clause-Level,Termination For Convenience,1,0,1,1.0,0.5,0.6667
AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_11967170_EX-10.3_Development Agreement,Count,Hybrid,Clause-Level,Termination For Convenience,2,2,0,0.5,1.0,0.6667
AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_11967170_EX-10.3_Development Agreement,Count,Edge Only,Clause-Level,Uncapped Liability,1,10,0,0.0909,1.0,0.1667
AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_11967170_EX-10.3_Development Agreement,Count,Cloud Only,Clause-Level,Uncapped Liability,1,1,0,0.5,1.0,0.6667
AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_11967170_EX-10.3_Development Agreement,Count,Hybrid,Clause-Level,Uncapped Liability,1,2,0,0.3333,1.0,0.5
AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_11967170_EX-10.3_Development Agreement,Count,Edge Only,Clause-Level,Cap On Liability,2,6,0,0.25,1.0,0.4
AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_11967170_EX-10.3_Development Agreement,Count,Cloud Only,Clause-Level,Cap On Liability,1,0,1,1.0,0.5,0.6667
AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_11967170_EX-10.3_Development Agreement,Count,Hybrid,Clause-Level,Cap On Liability,1,0,1,1.0,0.5,0.6667
AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_11967170_EX-10.3_Development Agreement,Count,Edge Only,Document-Level,ALL CLAUSES AGGREGATED,8,50,0,0.1379,1.0,0.2424
AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_11967170_EX-10.3_Development Agreement,Count,Cloud Only,Document-Level,ALL CLAUSES AGGREGATED,6,1,2,0.8571,0.75,0.8
AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_11967170_EX-10.3_Development Agreement,Count,Hybrid,Document-Level,ALL CLAUSES AGGREGATED,6,4,2,0.6,0.75,0.6667
StaarSurgicalCompany_20180801_10-Q_EX-10.37_11289449_EX-10.37_Distributor Agreement,Binary,Edge Only,Clause-Level,Non Compete,0,0,1,0.0,0.0,0.0
StaarSurgicalCompany_20180801_10-Q_EX-10.37_11289449_EX-10.37_Distributor Agreement,Binary,Cloud Only,Clause-Level,Non Compete,1,0,0,1.0,1.0,1.0
StaarSurgicalCompany_20180801_10-Q_EX-10.37_11289449_EX-10.37_Distributor Agreement,Binary,Hybrid,Clause-Level,Non Compete,1,0,0,1.0,1.0,1.0
StaarSurgicalCompany_20180801_10-Q_EX-10.37_11289449_EX-10.37_Distributor Agreement,Binary,Edge Only,Clause-Level,Termination For Convenience,1,0,0,1.0,1.0,1.0
StaarSurgicalCompany_20180801_10-Q_EX-10.37_11289449_EX-10.37_Distributor Agreement,Binary,Cloud Only,Clause-Level,Termination For Convenience,1,0,0,1.0,1.0,1.0
StaarSurgicalCompany_20180801_10-Q_EX-10.37_11289449_EX-10.37_Distributor Agreement,Binary,Hybrid,Clause-Level,Termination For Convenience,1,0,0,1.0,1.0,1.0
StaarSurgicalCompany_20180801_10-Q_EX-10.37_11289449_EX-10.37_Distributor Agreement,Binary,Edge Only,Clause-Level,Uncapped Liability,1,0,0,1.0,1.0,1.0
StaarSurgicalCompany_20180801_10-Q_EX-10.37_11289449_EX-10.37_Distributor Agreement,Binary,Cloud Only,Clause-Level,Uncapped Liability,0,0,1,0.0,0.0,0.0
StaarSurgicalCompany_20180801_10-Q_EX-10.37_11289449_EX-10.37_Distributor Agreement,Binary,Hybrid,Clause-Level,Uncapped Liability,1,0,0,1.0,1.0,1.0
StaarSurgicalCompany_20180801_10-Q_EX-10.37_11289449_EX-10.37_Distributor Agreement,Binary,Edge Only,Clause-Level,Cap On Liability,1,0,0,1.0,1.0,1.0
StaarSurgicalCompany_20180801_10-Q_EX-10.37_11289449_EX-10.37_Distributor Agreement,Binary,Cloud Only,Clause-Level,Cap On Liability,1,0,0,1.0,1.0,1.0
StaarSurgicalCompany_20180801_10-Q_EX-10.37_11289449_EX-10.37_Distributor Agreement,Binary,Hybrid,Clause-Level,Cap On Liability,1,0,0,1.0,1.0,1.0
StaarSurgicalCompany_20180801_10-Q_EX-10.37_11289449_EX-10.37_Distributor Agreement,Binary,Edge Only,Document-Level,ALL CLAUSES AGGREGATED,3,0,1,1.0,0.75,0.8571
StaarSurgicalCompany_20180801_10-Q_EX-10.37_11289449_EX-10.37_Distributor Agreement,Binary,Cloud Only,Document-Level,ALL CLAUSES AGGREGATED,3,0,1,1.0,0.75,0.8571
StaarSurgicalCompany_20180801_10-Q_EX-10.37_11289449_EX-10.37_Distributor Agreement,Binary,Hybrid,Document-Level,ALL CLAUSES AGGREGATED,4,0,0,1.0,1.0,1.0
StaarSurgicalCompany_20180801_10-Q_EX-10.37_11289449_EX-10.37_Distributor Agreement,Count,Edge Only,Clause-Level,Non Compete,0,0,2,0.0,0.0,0.0
StaarSurgicalCompany_20180801_10-Q_EX-10.37_11289449_EX-10.37_Distributor Agreement,Count,Cloud Only,Clause-Level,Non Compete,2,1,0,0.6667,1.0,0.8
StaarSurgicalCompany_20180801_10-Q_EX-10.37_11289449_EX-10.37_Distributor Agreement,Count,Hybrid,Clause-Level,Non Compete,2,1,0,0.6667,1.0,0.8
StaarSurgicalCompany_20180801_10-Q_EX-10.37_11289449_EX-10.37_Distributor Agreement,Count,Edge Only,Clause-Level,Termination For Convenience,1,9,0,0.1,1.0,0.1818
StaarSurgicalCompany_20180801_10-Q_EX-10.37_11289449_EX-10.37_Distributor Agreement,Count,Cloud Only,Clause-Level,Termination For Convenience,1,1,0,0.5,1.0,0.6667
StaarSurgicalCompany_20180801_10-Q_EX-10.37_11289449_EX-10.37_Distributor Agreement,Count,Hybrid,Clause-Level,Termination For Convenience,1,1,0,0.5,1.0,0.6667
StaarSurgicalCompany_20180801_10-Q_EX-10.37_11289449_EX-10.37_Distributor Agreement,Count,Edge Only,Clause-Level,Uncapped Liability,1,3,0,0.25,1.0,0.4
StaarSurgicalCompany_20180801_10-Q_EX-10.37_11289449_EX-10.37_Distributor Agreement,Count,Cloud Only,Clause-Level,Uncapped Liability,0,0,1,0.0,0.0,0.0
StaarSurgicalCompany_20180801_10-Q_EX-10.37_11289449_EX-10.37_Distributor Agreement,Count,Hybrid,Clause-Level,Uncapped Liability,1,0,0,1.0,1.0,1.0
StaarSurgicalCompany_20180801_10-Q_EX-10.37_11289449_EX-10.37_Distributor Agreement,Count,Edge Only,Clause-Level,Cap On Liability,1,0,3,1.0,0.25,0.4
StaarSurgicalCompany_20180801_10-Q_EX-10.37_11289449_EX-10.37_Distributor Agreement,Count,Cloud Only,Clause-Level,Cap On Liability,4,0,0,1.0,1.0,1.0
StaarSurgicalCompany_20180801_10-Q_EX-10.37_11289449_EX-10.37_Distributor Agreement,Count,Hybrid,Clause-Level,Cap On Liability,2,0,2,1.0,0.5,0.6667
StaarSurgicalCompany_20180801_10-Q_EX-10.37_11289449_EX-10.37_Distributor Agreement,Count,Edge Only,Document-Level,ALL CLAUSES AGGREGATED,3,12,5,0.2,0.375,0.2609
StaarSurgicalCompany_20180801_10-Q_EX-10.37_11289449_EX-10.37_Distributor Agreement,Count,Cloud Only,Document-Level,ALL CLAUSES AGGREGATED,7,2,1,0.7778,0.875,0.8235
StaarSurgicalCompany_20180801_10-Q_EX-10.37_11289449_EX-10.37_Distributor Agreement,Count,Hybrid,Document-Level,ALL CLAUSES AGGREGATED,6,2,2,0.75,0.75,0.75
RaeSystemsInc_20001114_10-Q_EX-10.57_2631790_EX-10.57_Co-Branding Agreement,Binary,Edge Only,Clause-Level,Non Compete,0,0,1,0.0,0.0,0.0
RaeSystemsInc_20001114_10-Q_EX-10.57_2631790_EX-10.57_Co-Branding Agreement,Binary,Cloud Only,Clause-Level,Non Compete,1,0,0,1.0,1.0,1.0
RaeSystemsInc_20001114_10-Q_EX-10.57_2631790_EX-10.57_Co-Branding Agreement,Binary,Hybrid,Clause-Level,Non Compete,1,0,0,1.0,1.0,1.0
RaeSystemsInc_20001114_10-Q_EX-10.57_2631790_EX-10.57_Co-Branding Agreement,Binary,Edge Only,Clause-Level,Termination For Convenience,1,0,0,1.0,1.0,1.0
RaeSystemsInc_20001114_10-Q_EX-10.57_2631790_EX-10.57_Co-Branding Agreement,Binary,Cloud Only,Clause-Level,Termination For Convenience,1,0,0,1.0,1.0,1.0
RaeSystemsInc_20001114_10-Q_EX-10.57_2631790_EX-10.57_Co-Branding Agreement,Binary,Hybrid,Clause-Level,Termination For Convenience,1,0,0,1.0,1.0,1.0
RaeSystemsInc_20001114_10-Q_EX-10.57_2631790_EX-10.57_Co-Branding Agreement,Binary,Edge Only,Clause-Level,Uncapped Liability,1,0,0,1.0,1.0,1.0
RaeSystemsInc_20001114_10-Q_EX-10.57_2631790_EX-10.57_Co-Branding Agreement,Binary,Cloud Only,Clause-Level,Uncapped Liability,1,0,0,1.0,1.0,1.0
RaeSystemsInc_20001114_10-Q_EX-10.57_2631790_EX-10.57_Co-Branding Agreement,Binary,Hybrid,Clause-Level,Uncapped Liability,0,0,1,0.0,0.0,0.0
RaeSystemsInc_20001114_10-Q_EX-10.57_2631790_EX-10.57_Co-Branding Agreement,Binary,Edge Only,Clause-Level,Cap On Liability,1,0,0,1.0,1.0,1.0
RaeSystemsInc_20001114_10-Q_EX-10.57_2631790_EX-10.57_Co-Branding Agreement,Binary,Cloud Only,Clause-Level,Cap On Liability,1,0,0,1.0,1.0,1.0
RaeSystemsInc_20001114_10-Q_EX-10.57_2631790_EX-10.57_Co-Branding Agreement,Binary,Hybrid,Clause-Level,Cap On Liability,0,0,1,0.0,0.0,0.0
RaeSystemsInc_20001114_10-Q_EX-10.57_2631790_EX-10.57_Co-Branding Agreement,Binary,Edge Only,Document-Level,ALL CLAUSES AGGREGATED,3,0,1,1.0,0.75,0.8571
RaeSystemsInc_20001114_10-Q_EX-10.57_2631790_EX-10.57_Co-Branding Agreement,Binary,Cloud Only,Document-Level,ALL CLAUSES AGGREGATED,4,0,0,1.0,1.0,1.0
RaeSystemsInc_20001114_10-Q_EX-10.57_2631790_EX-10.57_Co-Branding Agreement,Binary,Hybrid,Document-Level,ALL CLAUSES AGGREGATED,2,0,2,1.0,0.5,0.6667
RaeSystemsInc_20001114_10-Q_EX-10.57_2631790_EX-10.57_Co-Branding Agreement,Count,Edge Only,Clause-Level,Non Compete,0,0,1,0.0,0.0,0.0
RaeSystemsInc_20001114_10-Q_EX-10.57_2631790_EX-10.57_Co-Branding Agreement,Count,Cloud Only,Clause-Level,Non Compete,1,0,0,1.0,1.0,1.0
RaeSystemsInc_20001114_10-Q_EX-10.57_2631790_EX-10.57_Co-Branding Agreement,Count,Hybrid,Clause-Level,Non Compete,1,0,0,1.0,1.0,1.0
RaeSystemsInc_20001114_10-Q_EX-10.57_2631790_EX-10.57_Co-Branding Agreement,Count,Edge Only,Clause-Level,Termination For Convenience,3,1,0,0.75,1.0,0.8571
RaeSystemsInc_20001114_10-Q_EX-10.57_2631790_EX-10.57_Co-Branding Agreement,Count,Cloud Only,Clause-Level,Termination For Convenience,1,0,2,1.0,0.3333,0.5
RaeSystemsInc_20001114_10-Q_EX-10.57_2631790_EX-10.57_Co-Branding Agreement,Count,Hybrid,Clause-Level,Termination For Convenience,1,0,2,1.0,0.3333,0.5
RaeSystemsInc_20001114_10-Q_EX-10.57_2631790_EX-10.57_Co-Branding Agreement,Count,Edge Only,Clause-Level,Uncapped Liability,1,2,0,0.3333,1.0,0.5
RaeSystemsInc_20001114_10-Q_EX-10.57_2631790_EX-10.57_Co-Branding Agreement,Count,Cloud Only,Clause-Level,Uncapped Liability,1,0,0,1.0,1.0,1.0
RaeSystemsInc_20001114_10-Q_EX-10.57_2631790_EX-10.57_Co-Branding Agreement,Count,Hybrid,Clause-Level,Uncapped Liability,0,0,1,0.0,0.0,0.0
RaeSystemsInc_20001114_10-Q_EX-10.57_2631790_EX-10.57_Co-Branding Agreement,Count,Edge Only,Clause-Level,Cap On Liability,1,2,0,0.3333,1.0,0.5
RaeSystemsInc_20001114_10-Q_EX-10.57_2631790_EX-10.57_Co-Branding Agreement,Count,Cloud Only,Clause-Level,Cap On Liability,1,0,0,1.0,1.0,1.0
RaeSystemsInc_20001114_10-Q_EX-10.57_2631790_EX-10.57_Co-Branding Agreement,Count,Hybrid,Clause-Level,Cap On Liability,0,0,1,0.0,0.0,0.0
RaeSystemsInc_20001114_10-Q_EX-10.57_2631790_EX-10.57_Co-Branding Agreement,Count,Edge Only,Document-Level,ALL CLAUSES AGGREGATED,5,5,1,0.5,0.8333,0.625
RaeSystemsInc_20001114_10-Q_EX-10.57_2631790_EX-10.57_Co-Branding Agreement,Count,Cloud Only,Document-Level,ALL CLAUSES AGGREGATED,4,0,2,1.0,0.6667,0.8
RaeSystemsInc_20001114_10-Q_EX-10.57_2631790_EX-10.57_Co-Branding Agreement,Count,Hybrid,Document-Level,ALL CLAUSES AGGREGATED,2,0,4,1.0,0.3333,0.5
ZogenixInc_20190509_10-Q_EX-10.2_11663313_EX-10.2_Distributor Agreement,Binary,Edge Only,Clause-Level,Non Compete,1,0,0,1.0,1.0,1.0
ZogenixInc_20190509_10-Q_EX-10.2_11663313_EX-10.2_Distributor Agreement,Binary,Cloud Only,Clause-Level,Non Compete,1,0,0,1.0,1.0,1.0
ZogenixInc_20190509_10-Q_EX-10.2_11663313_EX-10.2_Distributor Agreement,Binary,Hybrid,Clause-Level,Non Compete,1,0,0,1.0,1.0,1.0
ZogenixInc_20190509_10-Q_EX-10.2_11663313_EX-10.2_Distributor Agreement,Binary,Edge Only,Clause-Level,Termination For Convenience,1,0,0,1.0,1.0,1.0
ZogenixInc_20190509_10-Q_EX-10.2_11663313_EX-10.2_Distributor Agreement,Binary,Cloud Only,Clause-Level,Termination For Convenience,1,0,0,1.0,1.0,1.0
ZogenixInc_20190509_10-Q_EX-10.2_11663313_EX-10.2_Distributor Agreement,Binary,Hybrid,Clause-Level,Termination For Convenience,1,0,0,1.0,1.0,1.0
ZogenixInc_20190509_10-Q_EX-10.2_11663313_EX-10.2_Distributor Agreement,Binary,Edge Only,Clause-Level,Uncapped Liability,1,0,0,1.0,1.0,1.0
ZogenixInc_20190509_10-Q_EX-10.2_11663313_EX-10.2_Distributor Agreement,Binary,Cloud Only,Clause-Level,Uncapped Liability,0,0,1,0.0,0.0,0.0
ZogenixInc_20190509_10-Q_EX-10.2_11663313_EX-10.2_Distributor Agreement,Binary,Hybrid,Clause-Level,Uncapped Liability,0,0,1,0.0,0.0,0.0
ZogenixInc_20190509_10-Q_EX-10.2_11663313_EX-10.2_Distributor Agreement,Binary,Edge Only,Clause-Level,Cap On Liability,1,0,0,1.0,1.0,1.0
ZogenixInc_20190509_10-Q_EX-10.2_11663313_EX-10.2_Distributor Agreement,Binary,Cloud Only,Clause-Level,Cap On Liability,1,0,0,1.0,1.0,1.0
ZogenixInc_20190509_10-Q_EX-10.2_11663313_EX-10.2_Distributor Agreement,Binary,Hybrid,Clause-Level,Cap On Liability,1,0,0,1.0,1.0,1.0
ZogenixInc_20190509_10-Q_EX-10.2_11663313_EX-10.2_Distributor Agreement,Binary,Edge Only,Document-Level,ALL CLAUSES AGGREGATED,4,0,0,1.0,1.0,1.0
ZogenixInc_20190509_10-Q_EX-10.2_11663313_EX-10.2_Distributor Agreement,Binary,Cloud Only,Document-Level,ALL CLAUSES AGGREGATED,3,0,1,1.0,0.75,0.8571
ZogenixInc_20190509_10-Q_EX-10.2_11663313_EX-10.2_Distributor Agreement,Binary,Hybrid,Document-Level,ALL CLAUSES AGGREGATED,3,0,1,1.0,0.75,0.8571
ZogenixInc_20190509_10-Q_EX-10.2_11663313_EX-10.2_Distributor Agreement,Count,Edge Only,Clause-Level,Non Compete,1,4,0,0.2,1.0,0.3333
ZogenixInc_20190509_10-Q_EX-10.2_11663313_EX-10.2_Distributor Agreement,Count,Cloud Only,Clause-Level,Non Compete,1,4,0,0.2,1.0,0.3333
ZogenixInc_20190509_10-Q_EX-10.2_11663313_EX-10.2_Distributor Agreement,Count,Hybrid,Clause-Level,Non Compete,1,2,0,0.3333,1.0,0.5
ZogenixInc_20190509_10-Q_EX-10.2_11663313_EX-10.2_Distributor Agreement,Count,Edge Only,Clause-Level,Termination For Convenience,2,30,0,0.0625,1.0,0.1176
ZogenixInc_20190509_10-Q_EX-10.2_11663313_EX-10.2_Distributor Agreement,Count,Cloud Only,Clause-Level,Termination For Convenience,2,0,0,1.0,1.0,1.0
ZogenixInc_20190509_10-Q_EX-10.2_11663313_EX-10.2_Distributor Agreement,Count,Hybrid,Clause-Level,Termination For Convenience,1,0,1,1.0,0.5,0.6667
ZogenixInc_20190509_10-Q_EX-10.2_11663313_EX-10.2_Distributor Agreement,Count,Edge Only,Clause-Level,Uncapped Liability,1,13,0,0.0714,1.0,0.1333
ZogenixInc_20190509_10-Q_EX-10.2_11663313_EX-10.2_Distributor Agreement,Count,Cloud Only,Clause-Level,Uncapped Liability,0,0,1,0.0,0.0,0.0
ZogenixInc_20190509_10-Q_EX-10.2_11663313_EX-10.2_Distributor Agreement,Count,Hybrid,Clause-Level,Uncapped Liability,0,0,1,0.0,0.0,0.0
ZogenixInc_20190509_10-Q_EX-10.2_11663313_EX-10.2_Distributor Agreement,Count,Edge Only,Clause-Level,Cap On Liability,2,4,0,0.3333,1.0,0.5
ZogenixInc_20190509_10-Q_EX-10.2_11663313_EX-10.2_Distributor Agreement,Count,Cloud Only,Clause-Level,Cap On Liability,2,3,0,0.4,1.0,0.5714
ZogenixInc_20190509_10-Q_EX-10.2_11663313_EX-10.2_Distributor Agreement,Count,Hybrid,Clause-Level,Cap On Liability,2,2,0,0.5,1.0,0.6667
ZogenixInc_20190509_10-Q_EX-10.2_11663313_EX-10.2_Distributor Agreement,Count,Edge Only,Document-Level,ALL CLAUSES AGGREGATED,6,51,0,0.1053,1.0,0.1905
ZogenixInc_20190509_10-Q_EX-10.2_11663313_EX-10.2_Distributor Agreement,Count,Cloud Only,Document-Level,ALL CLAUSES AGGREGATED,5,7,1,0.4167,0.8333,0.5556
ZogenixInc_20190509_10-Q_EX-10.2_11663313_EX-10.2_Distributor Agreement,Count,Hybrid,Document-Level,ALL CLAUSES AGGREGATED,4,4,2,0.5,0.6667,0.5714
CoherusBiosciencesInc_20200227_10-K_EX-10.29_12021376_EX-10.29_Development Agreement,Binary,Edge Only,Clause-Level,Non Compete,1,0,0,1.0,1.0,1.0
CoherusBiosciencesInc_20200227_10-K_EX-10.29_12021376_EX-10.29_Development Agreement,Binary,Cloud Only,Clause-Level,Non Compete,1,0,0,1.0,1.0,1.0
CoherusBiosciencesInc_20200227_10-K_EX-10.29_12021376_EX-10.29_Development Agreement,Binary,Hybrid,Clause-Level,Non Compete,1,0,0,1.0,1.0,1.0
CoherusBiosciencesInc_20200227_10-K_EX-10.29_12021376_EX-10.29_Development Agreement,Binary,Edge Only,Clause-Level,Termination For Convenience,1,0,0,1.0,1.0,1.0
CoherusBiosciencesInc_20200227_10-K_EX-10.29_12021376_EX-10.29_Development Agreement,Binary,Cloud Only,Clause-Level,Termination For Convenience,1,0,0,1.0,1.0,1.0
CoherusBiosciencesInc_20200227_10-K_EX-10.29_12021376_EX-10.29_Development Agreement,Binary,Hybrid,Clause-Level,Termination For Convenience,1,0,0,1.0,1.0,1.0
CoherusBiosciencesInc_20200227_10-K_EX-10.29_12021376_EX-10.29_Development Agreement,Binary,Edge Only,Clause-Level,Uncapped Liability,1,0,0,1.0,1.0,1.0
CoherusBiosciencesInc_20200227_10-K_EX-10.29_12021376_EX-10.29_Development Agreement,Binary,Cloud Only,Clause-Level,Uncapped Liability,1,0,0,1.0,1.0,1.0
CoherusBiosciencesInc_20200227_10-K_EX-10.29_12021376_EX-10.29_Development Agreement,Binary,Hybrid,Clause-Level,Uncapped Liability,1,0,0,1.0,1.0,1.0
CoherusBiosciencesInc_20200227_10-K_EX-10.29_12021376_EX-10.29_Development Agreement,Binary,Edge Only,Clause-Level,Cap On Liability,1,0,0,1.0,1.0,1.0
CoherusBiosciencesInc_20200227_10-K_EX-10.29_12021376_EX-10.29_Development Agreement,Binary,Cloud Only,Clause-Level,Cap On Liability,1,0,0,1.0,1.0,1.0
CoherusBiosciencesInc_20200227_10-K_EX-10.29_12021376_EX-10.29_Development Agreement,Binary,Hybrid,Clause-Level,Cap On Liability,1,0,0,1.0,1.0,1.0
CoherusBiosciencesInc_20200227_10-K_EX-10.29_12021376_EX-10.29_Development Agreement,Binary,Edge Only,Document-Level,ALL CLAUSES AGGREGATED,4,0,0,1.0,1.0,1.0
CoherusBiosciencesInc_20200227_10-K_EX-10.29_12021376_EX-10.29_Development Agreement,Binary,Cloud Only,Document-Level,ALL CLAUSES AGGREGATED,4,0,0,1.0,1.0,1.0
CoherusBiosciencesInc_20200227_10-K_EX-10.29_12021376_EX-10.29_Development Agreement,Binary,Hybrid,Document-Level,ALL CLAUSES AGGREGATED,4,0,0,1.0,1.0,1.0
CoherusBiosciencesInc_20200227_10-K_EX-10.29_12021376_EX-10.29_Development Agreement,Count,Edge Only,Clause-Level,Non Compete,3,2,0,0.6,1.0,0.75
CoherusBiosciencesInc_20200227_10-K_EX-10.29_12021376_EX-10.29_Development Agreement,Count,Cloud Only,Clause-Level,Non Compete,3,2,0,0.6,1.0,0.75
CoherusBiosciencesInc_20200227_10-K_EX-10.29_12021376_EX-10.29_Development Agreement,Count,Hybrid,Clause-Level,Non Compete,3,1,0,0.75,1.0,0.8571
CoherusBiosciencesInc_20200227_10-K_EX-10.29_12021376_EX-10.29_Development Agreement,Count,Edge Only,Clause-Level,Termination For Convenience,1,28,0,0.0345,1.0,0.0667
CoherusBiosciencesInc_20200227_10-K_EX-10.29_12021376_EX-10.29_Development Agreement,Count,Cloud Only,Clause-Level,Termination For Convenience,1,1,0,0.5,1.0,0.6667
CoherusBiosciencesInc_20200227_10-K_EX-10.29_12021376_EX-10.29_Development Agreement,Count,Hybrid,Clause-Level,Termination For Convenience,1,2,0,0.3333,1.0,0.5
CoherusBiosciencesInc_20200227_10-K_EX-10.29_12021376_EX-10.29_Development Agreement,Count,Edge Only,Clause-Level,Uncapped Liability,1,6,0,0.1429,1.0,0.25
CoherusBiosciencesInc_20200227_10-K_EX-10.29_12021376_EX-10.29_Development Agreement,Count,Cloud Only,Clause-Level,Uncapped Liability,1,0,0,1.0,1.0,1.0
CoherusBiosciencesInc_20200227_10-K_EX-10.29_12021376_EX-10.29_Development Agreement,Count,Hybrid,Clause-Level,Uncapped Liability,1,0,0,1.0,1.0,1.0
CoherusBiosciencesInc_20200227_10-K_EX-10.29_12021376_EX-10.29_Development Agreement,Count,Edge Only,Clause-Level,Cap On Liability,1,7,0,0.125,1.0,0.2222
CoherusBiosciencesInc_20200227_10-K_EX-10.29_12021376_EX-10.29_Development Agreement,Count,Cloud Only,Clause-Level,Cap On Liability,1,0,0,1.0,1.0,1.0
CoherusBiosciencesInc_20200227_10-K_EX-10.29_12021376_EX-10.29_Development Agreement,Count,Hybrid,Clause-Level,Cap On Liability,1,0,0,1.0,1.0,1.0
CoherusBiosciencesInc_20200227_10-K_EX-10.29_12021376_EX-10.29_Development Agreement,Count,Edge Only,Document-Level,ALL CLAUSES AGGREGATED,6,43,0,0.1224,1.0,0.2182
CoherusBiosciencesInc_20200227_10-K_EX-10.29_12021376_EX-10.29_Development Agreement,Count,Cloud Only,Document-Level,ALL CLAUSES AGGREGATED,6,3,0,0.6667,1.0,0.8
